Insertion_Date,Report_Narrative,Indicator_IP,Ref_ID,Threat_Family,Source_Platform
2025-10-20 00:51:33,Suspicious activity: FIN7 executed Emotet malware. File hash is 44a3ae260cb1babd.,192.168.1.9,2424,File_Write,EDR
2025-10-20 01:08:48,User guest_ext authenticated successfully via service 8444.,192.168.1.6,1511,Auth_Fail,SIEM
2025-10-20 00:34:26,User svc_account authenticated successfully via service 8648.,203.0.113.4,5796,Network_Conn,Firewall
2025-10-20 00:51:42,User user_a authenticated successfully via service 8335.,203.0.113.2,4979,Auth_Fail,EDR
2025-10-20 00:17:15,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.6,7614,Email_Blocked,EDR
2025-10-20 00:34:32,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 6e1e80d692ce8d7e.,192.168.1.8,7738,File_Write,SIEM
2025-10-20 00:51:51,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,203.0.113.3,8057,Vulnerability_Scan,SIEM
2025-10-20 00:17:18,User admin_corp authenticated successfully via service 8079.,192.168.1.6,8646,Network_Conn,SIEM
2025-10-20 00:34:38,User svc_account authenticated successfully via service 8600.,192.168.1.2,4394,Network_Conn,Proxy
2025-10-20 00:34:40,Suspicious activity: Mustang Panda executed QakBot malware. File hash is bb09c46c768a860f.,203.0.113.1,3477,File_Write,EDR
2025-10-20 01:09:24,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.4,4264,Email_Blocked,SIEM
2025-10-20 00:34:44,User admin_corp authenticated successfully via service 8807.,192.168.1.5,5007,Network_Conn,EDR
2025-10-20 01:26:55,User admin_corp authenticated successfully via service 8626.,203.0.113.4,1044,Network_Conn,Proxy
2025-10-20 01:27:00,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,192.168.1.8,7412,Vulnerability_Scan,EDR
2025-10-20 00:52:15,User svc_account authenticated successfully via service 8522.,203.0.113.1,5557,Network_Conn,SIEM
2025-10-20 00:17:26,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.2,1067,Email_Blocked,SIEM
2025-10-20 00:34:54,Suspicious activity: FIN7 executed Emotet malware. File hash is 6f5e0a8b52831496.,192.168.1.5,5899,File_Write,Proxy
2025-10-20 01:09:52,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is 9e3b3a356f693713.,192.168.1.3,6732,File_Write,EDR
2025-10-20 00:34:58,User user_a authenticated successfully via service 8199.,192.168.1.5,2709,Network_Conn,Firewall
2025-10-20 00:35:00,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.1,4026,Email_Blocked,Proxy
2025-10-20 00:35:02,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,192.168.1.5,5250,Vulnerability_Scan,SIEM
2025-10-20 00:35:04,User guest_ext authenticated successfully via service 8649.,192.168.1.6,3757,Auth_Fail,Proxy
2025-10-20 00:35:06,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.10,7845,Email_Blocked,SIEM
2025-10-20 00:17:34,User admin_corp authenticated successfully via service 8676.,192.168.1.1,4097,Auth_Fail,SIEM
2025-10-20 00:52:45,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.6,8665,Email_Blocked,SIEM
2025-10-20 01:28:00,User guest_ext authenticated successfully via service 8034.,203.0.113.1,6862,Network_Conn,Proxy
2025-10-20 00:35:14,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.5,4775,Email_Blocked,SIEM
2025-10-20 00:35:16,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is e2eedb2627deae20.,192.168.1.7,3254,File_Write,Proxy
2025-10-20 01:28:15,Suspicious activity: Mustang Panda executed Emotet malware. File hash is 34351c7eeeb76bc4.,203.0.113.4,3627,File_Write,Proxy
2025-10-20 00:35:20,Suspicious activity: Mustang Panda executed QakBot malware. File hash is db371243d7acae1d.,192.168.1.6,9394,File_Write,Proxy
2025-10-20 01:28:25,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.3,8327,Vulnerability_Scan,Firewall
2025-10-20 00:17:42,User guest_ext authenticated successfully via service 8500.,203.0.113.4,5782,Auth_Fail,EDR
2025-10-20 00:17:43,Suspicious activity: Mustang Panda executed Clop malware. File hash is 8abca891c73cf3eb.,192.168.1.10,7353,File_Write,Proxy
2025-10-20 00:53:12,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.7,3647,Email_Blocked,EDR
2025-10-20 01:11:00,"Inbound email flagged as spear phishing, potentially delivering Clop.",203.0.113.5,1926,Email_Blocked,EDR
2025-10-20 00:53:18,User admin_corp authenticated successfully via service 8774.,192.168.1.5,5338,Auth_Fail,EDR
2025-10-20 00:35:34,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.7,5833,Email_Blocked,SIEM
2025-10-20 00:17:48,User user_a authenticated successfully via service 8664.,192.168.1.1,6765,Auth_Fail,Firewall
2025-10-20 01:11:16,Suspicious activity: APT29 executed QakBot malware. File hash is 6261abcd8d959737.,203.0.113.4,5825,File_Write,Firewall
2025-10-20 01:11:20,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Mustang Panda source.,192.168.1.6,1059,Vulnerability_Scan,Proxy
2025-10-20 00:17:51,User svc_account authenticated successfully via service 8560.,192.168.1.4,3044,Network_Conn,Firewall
2025-10-20 00:53:36,Suspicious activity: FIN7 executed Emotet malware. File hash is 50a38954cb300336.,192.168.1.5,6805,File_Write,Firewall
2025-10-20 00:35:46,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,203.0.113.5,2026,Vulnerability_Scan,EDR
2025-10-20 00:35:48,User admin_corp authenticated successfully via service 8438.,192.168.1.6,3431,Network_Conn,Proxy
2025-10-20 00:53:45,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,192.168.1.3,7715,Vulnerability_Scan,SIEM
2025-10-20 00:35:52,Suspicious activity: WIZARD SPIDER executed QakBot malware. File hash is 1a7cd783da96f689.,192.168.1.10,3089,File_Write,SIEM
2025-10-20 00:35:54,User guest_ext authenticated successfully via service 8063.,203.0.113.1,8233,Auth_Fail,SIEM
2025-10-20 01:29:50,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.3,8318,Email_Blocked,Proxy
2025-10-20 00:53:57,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,203.0.113.2,3996,Vulnerability_Scan,SIEM
2025-10-20 00:18:00,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,203.0.113.2,4975,Vulnerability_Scan,EDR
2025-10-20 01:12:04,Suspicious activity: Mustang Panda executed LockBit malware. File hash is e2dd670e05c7c8a6.,192.168.1.7,2936,File_Write,Firewall
2025-10-20 00:18:02,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is c26bb2c65914f8f0.,192.168.1.5,4139,File_Write,EDR
2025-10-20 00:18:03,User guest_ext authenticated successfully via service 8838.,203.0.113.3,8777,Auth_Fail,SIEM
2025-10-20 00:36:08,Suspicious activity: Mustang Panda executed LockBit malware. File hash is 114ee8468fa8d715.,203.0.113.1,5885,File_Write,Proxy
2025-10-20 00:36:10,User svc_account authenticated successfully via service 8340.,192.168.1.10,8388,Auth_Fail,Firewall
2025-10-20 00:36:12,User guest_ext authenticated successfully via service 8205.,192.168.1.8,5091,Auth_Fail,SIEM
2025-10-20 00:18:07,User svc_account authenticated successfully via service 8306.,192.168.1.5,2602,Network_Conn,EDR
2025-10-20 00:54:24,User admin_corp authenticated successfully via service 8151.,203.0.113.4,9047,Network_Conn,EDR
2025-10-20 00:18:09,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.5,5767,Email_Blocked,EDR
2025-10-20 01:30:50,Suspicious activity: FIN7 executed LockBit malware. File hash is b101e9c2427c47ec.,192.168.1.4,7003,File_Write,Proxy
2025-10-20 00:36:22,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.5,7735,Email_Blocked,EDR
2025-10-20 00:18:12,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.5,4210,Email_Blocked,EDR
2025-10-20 00:18:13,"Inbound email flagged as spear phishing, potentially delivering Emotet.",203.0.113.5,1360,Email_Blocked,SIEM
2025-10-20 01:12:56,Suspicious activity: FIN7 executed QakBot malware. File hash is 6c5ed09e4518c85f.,203.0.113.4,4164,File_Write,SIEM
2025-10-20 00:18:15,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.8,2273,Vulnerability_Scan,SIEM
2025-10-20 00:18:16,User svc_account authenticated successfully via service 8978.,203.0.113.5,5651,Network_Conn,EDR
2025-10-20 01:31:25,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by Mustang Panda source.,192.168.1.1,2668,Vulnerability_Scan,SIEM
2025-10-20 00:18:18,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is f270abe967c36edf.,192.168.1.3,8533,File_Write,SIEM
2025-10-20 01:13:16,User svc_account authenticated successfully via service 8820.,203.0.113.1,8495,Network_Conn,Firewall
2025-10-20 01:13:20,User user_a authenticated successfully via service 8275.,203.0.113.1,8364,Auth_Fail,EDR
2025-10-20 01:31:45,User svc_account authenticated successfully via service 8085.,192.168.1.2,3622,Network_Conn,Proxy
2025-10-20 00:36:44,Suspicious activity: Mustang Panda executed LockBit malware. File hash is 9929ebdc3b326945.,192.168.1.10,6456,File_Write,SIEM
2025-10-20 01:13:32,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 2d3b4f14f1e04ae5.,203.0.113.3,6341,File_Write,EDR
2025-10-20 00:18:24,Suspicious activity: FIN7 executed TrickBot malware. File hash is ac3f6ca8d4516b4c.,203.0.113.4,2096,File_Write,Firewall
2025-10-20 01:32:05,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,203.0.113.5,9862,Vulnerability_Scan,SIEM
2025-10-20 01:13:44,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.3,2376,Email_Blocked,SIEM
2025-10-20 00:36:54,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.6,3808,Email_Blocked,Proxy
2025-10-20 01:32:20,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,192.168.1.8,5101,Vulnerability_Scan,Proxy
2025-10-20 00:55:27,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.9,6591,Email_Blocked,Proxy
2025-10-20 00:18:30,User admin_corp authenticated successfully via service 8277.,203.0.113.5,2312,Auth_Fail,EDR
2025-10-20 00:55:33,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,203.0.113.1,5813,Vulnerability_Scan,Proxy
2025-10-20 01:32:40,Suspicious activity: APT29 executed TrickBot malware. File hash is 66d71b9539f228fc.,192.168.1.9,7656,File_Write,EDR
2025-10-20 01:32:45,Suspicious activity: APT29 executed LockBit malware. File hash is a33cc4b06efa40cb.,192.168.1.2,8085,File_Write,EDR
2025-10-20 00:18:34,User guest_ext authenticated successfully via service 8892.,192.168.1.2,4305,Network_Conn,Firewall
2025-10-20 01:32:55,User guest_ext authenticated successfully via service 8057.,192.168.1.7,1793,Auth_Fail,EDR
2025-10-20 00:18:36,User svc_account authenticated successfully via service 8836.,192.168.1.8,8125,Network_Conn,SIEM
2025-10-20 00:55:51,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.3,8601,Email_Blocked,Proxy
2025-10-20 00:18:38,User user_a authenticated successfully via service 8544.,192.168.1.1,1141,Network_Conn,Firewall
2025-10-20 00:18:39,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,192.168.1.9,8138,Vulnerability_Scan,EDR
2025-10-20 00:37:20,Suspicious activity: Mustang Panda executed QakBot malware. File hash is 7d3c1870aff88677.,192.168.1.2,1362,File_Write,Firewall
2025-10-20 01:14:44,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.7,5826,Email_Blocked,Proxy
2025-10-20 00:56:06,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by Mustang Panda source.,203.0.113.4,4591,Vulnerability_Scan,Firewall
2025-10-20 01:14:52,Suspicious activity: FIN7 executed Clop malware. File hash is 7bd75420ead16b67.,203.0.113.2,1005,File_Write,Firewall
2025-10-20 01:33:40,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.4,6786,Email_Blocked,EDR
2025-10-20 00:18:45,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,192.168.1.6,6494,Vulnerability_Scan,EDR
2025-10-20 01:33:50,User admin_corp authenticated successfully via service 8484.,203.0.113.5,2656,Network_Conn,SIEM
2025-10-20 00:56:21,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.5,6103,Email_Blocked,SIEM
2025-10-20 00:18:48,User guest_ext authenticated successfully via service 8878.,192.168.1.3,9872,Network_Conn,Firewall
2025-10-20 00:18:49,User admin_corp authenticated successfully via service 8544.,192.168.1.3,2861,Auth_Fail,EDR
2025-10-20 00:56:30,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.10,6637,Email_Blocked,SIEM
2025-10-20 01:34:15,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,192.168.1.10,8211,Vulnerability_Scan,SIEM
2025-10-20 00:18:52,User guest_ext authenticated successfully via service 8355.,192.168.1.7,2990,Network_Conn,Firewall
2025-10-20 01:34:25,User user_a authenticated successfully via service 8348.,192.168.1.8,2159,Network_Conn,Firewall
2025-10-20 01:34:30,User admin_corp authenticated successfully via service 8199.,203.0.113.1,2892,Auth_Fail,SIEM
2025-10-20 00:18:55,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by Lazarus Group source.,192.168.1.2,6941,Vulnerability_Scan,Proxy
2025-10-20 01:34:40,User svc_account authenticated successfully via service 8820.,192.168.1.1,5110,Auth_Fail,Firewall
2025-10-20 00:18:57,Suspicious activity: APT29 executed LockBit malware. File hash is 7c856173c7a942a6.,192.168.1.6,1829,File_Write,Firewall
2025-10-20 00:18:58,User svc_account authenticated successfully via service 8017.,203.0.113.2,9050,Auth_Fail,EDR
2025-10-20 01:34:55,User user_a authenticated successfully via service 8820.,203.0.113.2,4765,Network_Conn,Firewall
2025-10-20 00:57:00,User svc_account authenticated successfully via service 8611.,203.0.113.1,2680,Network_Conn,EDR
2025-10-20 00:19:01,User guest_ext authenticated successfully via service 8472.,192.168.1.10,7182,Network_Conn,EDR
2025-10-20 01:35:10,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.3,5148,Email_Blocked,Firewall
2025-10-20 00:38:06,Suspicious activity: Mustang Panda executed Clop malware. File hash is 66d8e8c6b738d357.,192.168.1.2,5614,File_Write,EDR
2025-10-20 01:35:20,"Inbound email flagged as spear phishing, potentially delivering Clop.",203.0.113.2,4991,Email_Blocked,SIEM
2025-10-20 01:35:25,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is 37e9d8f6da560dc4.,203.0.113.3,3650,File_Write,EDR
2025-10-20 00:19:06,User svc_account authenticated successfully via service 8744.,192.168.1.5,7961,Auth_Fail,Proxy
2025-10-20 01:35:35,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.6,8505,Email_Blocked,Proxy
2025-10-20 00:38:16,User admin_corp authenticated successfully via service 8878.,192.168.1.4,1838,Network_Conn,Firewall
2025-10-20 01:35:45,User admin_corp authenticated successfully via service 8085.,203.0.113.1,5331,Network_Conn,Proxy
2025-10-20 01:16:40,User guest_ext authenticated successfully via service 8523.,203.0.113.5,8661,Auth_Fail,SIEM
2025-10-20 01:35:55,Suspicious activity: WIZARD SPIDER executed Emotet malware. File hash is efc1ed97ccfc7bf2.,192.168.1.8,1159,File_Write,EDR
2025-10-20 00:38:24,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,203.0.113.3,5275,Vulnerability_Scan,Firewall
2025-10-20 00:19:13,User svc_account authenticated successfully via service 8102.,192.168.1.2,5227,Network_Conn,EDR
2025-10-20 00:19:14,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by FIN7 source.,203.0.113.5,4616,Vulnerability_Scan,EDR
2025-10-20 00:19:15,User admin_corp authenticated successfully via service 8928.,192.168.1.9,7769,Network_Conn,Proxy
2025-10-20 01:36:20,User user_a authenticated successfully via service 8216.,192.168.1.2,3103,Auth_Fail,SIEM
2025-10-20 00:38:34,"Inbound email flagged as spear phishing, potentially delivering QakBot.",203.0.113.4,4756,Email_Blocked,Proxy
2025-10-20 00:19:18,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,192.168.1.4,4053,Vulnerability_Scan,SIEM
2025-10-20 00:57:57,User svc_account authenticated successfully via service 8499.,192.168.1.2,2353,Auth_Fail,EDR
2025-10-20 00:19:20,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,192.168.1.9,4407,Vulnerability_Scan,Proxy
2025-10-20 00:58:03,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.3,1087,Email_Blocked,SIEM
2025-10-20 01:36:50,User user_a authenticated successfully via service 8589.,192.168.1.10,5382,Auth_Fail,EDR
2025-10-20 00:58:09,User admin_corp authenticated successfully via service 8043.,192.168.1.6,2835,Auth_Fail,Proxy
2025-10-20 00:58:12,Suspicious activity: Lazarus Group executed Emotet malware. File hash is 1095a9686968987e.,203.0.113.4,8108,File_Write,Firewall
2025-10-20 00:38:50,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by WIZARD SPIDER source.,203.0.113.2,6286,Vulnerability_Scan,Proxy
2025-10-20 00:19:26,User guest_ext authenticated successfully via service 8949.,192.168.1.6,4553,Network_Conn,EDR
2025-10-20 00:19:27,Suspicious activity: Mustang Panda executed LockBit malware. File hash is 2669e90c995f5aa9.,192.168.1.9,2899,File_Write,Firewall
2025-10-20 00:19:28,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by FIN7 source.,203.0.113.5,9828,Vulnerability_Scan,Firewall
2025-10-20 00:19:29,User admin_corp authenticated successfully via service 8646.,203.0.113.5,5295,Network_Conn,Firewall
2025-10-20 00:58:30,User svc_account authenticated successfully via service 8328.,192.168.1.10,7029,Network_Conn,Firewall
2025-10-20 00:58:33,Suspicious activity: FIN7 executed TrickBot malware. File hash is b1428504ed0391c2.,203.0.113.1,4923,File_Write,EDR
2025-10-20 00:39:04,User admin_corp authenticated successfully via service 8322.,203.0.113.1,4491,Auth_Fail,Firewall
2025-10-20 00:39:06,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by APT29 source.,192.168.1.8,2220,Vulnerability_Scan,SIEM
2025-10-20 00:58:42,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",203.0.113.4,3676,Email_Blocked,Firewall
2025-10-20 01:37:55,User admin_corp authenticated successfully via service 8981.,203.0.113.5,1799,Auth_Fail,Firewall
2025-10-20 00:58:48,User admin_corp authenticated successfully via service 8839.,192.168.1.4,4216,Network_Conn,EDR
2025-10-20 00:19:37,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.4,5566,Email_Blocked,Proxy
2025-10-20 00:19:38,Suspicious activity: WIZARD SPIDER executed Emotet malware. File hash is 4ebde86a63357152.,203.0.113.1,6341,File_Write,Firewall
2025-10-20 00:39:18,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.4,3092,Email_Blocked,EDR
2025-10-20 00:39:20,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by Mustang Panda source.,192.168.1.3,5430,Vulnerability_Scan,SIEM
2025-10-20 00:19:41,User svc_account authenticated successfully via service 8143.,192.168.1.6,4997,Auth_Fail,SIEM
2025-10-20 00:59:06,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by FIN7 source.,192.168.1.9,4861,Vulnerability_Scan,EDR
2025-10-20 00:59:09,User svc_account authenticated successfully via service 8811.,192.168.1.2,7333,Auth_Fail,EDR
2025-10-20 00:59:12,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.2,9042,Email_Blocked,EDR
2025-10-20 01:38:45,User guest_ext authenticated successfully via service 8217.,203.0.113.5,9840,Network_Conn,Proxy
2025-10-20 00:59:18,User user_a authenticated successfully via service 8886.,203.0.113.3,4061,Network_Conn,SIEM
2025-10-20 01:19:08,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.2,4476,Email_Blocked,Proxy
2025-10-20 00:39:36,User svc_account authenticated successfully via service 8166.,192.168.1.4,7191,Network_Conn,EDR
2025-10-20 00:19:49,User admin_corp authenticated successfully via service 8686.,203.0.113.2,9218,Auth_Fail,Firewall
2025-10-20 00:19:50,User admin_corp authenticated successfully via service 8444.,203.0.113.4,1164,Network_Conn,EDR
2025-10-20 00:39:42,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is e7a9ac402566d893.,192.168.1.10,3867,File_Write,EDR
2025-10-20 00:59:36,Suspicious activity: APT29 executed Emotet malware. File hash is a73cb6ee182bed01.,192.168.1.6,5922,File_Write,Firewall
2025-10-20 00:59:39,User svc_account authenticated successfully via service 8716.,203.0.113.1,7331,Auth_Fail,SIEM
2025-10-20 01:39:30,User guest_ext authenticated successfully via service 8013.,203.0.113.4,7039,Network_Conn,SIEM
2025-10-20 01:19:40,"Inbound email flagged as spear phishing, potentially delivering TrickBot.",192.168.1.6,5360,Email_Blocked,SIEM
2025-10-20 01:19:44,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by APT29 source.,192.168.1.1,8863,Vulnerability_Scan,Firewall
2025-10-20 00:19:57,User admin_corp authenticated successfully via service 8070.,192.168.1.3,7142,Auth_Fail,SIEM
2025-10-20 01:19:52,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.1,4614,Email_Blocked,EDR
2025-10-20 01:19:56,User admin_corp authenticated successfully via service 8656.,203.0.113.3,8560,Network_Conn,Proxy
2025-10-20 00:20:00,Suspicious activity: FIN7 executed Emotet malware. File hash is 6834a7f2c8b6ccdd.,192.168.1.6,8260,File_Write,SIEM
2025-10-20 01:20:04,User admin_corp authenticated successfully via service 8492.,203.0.113.5,5315,Auth_Fail,Proxy
2025-10-20 01:00:06,User user_a authenticated successfully via service 8319.,203.0.113.5,6629,Network_Conn,Firewall
2025-10-20 01:40:15,User guest_ext authenticated successfully via service 8684.,203.0.113.3,6584,Auth_Fail,Proxy
2025-10-20 01:40:20,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.9,9274,Email_Blocked,Proxy
2025-10-20 01:00:15,User guest_ext authenticated successfully via service 8724.,192.168.1.10,8613,Auth_Fail,Firewall
2025-10-20 00:40:12,User admin_corp authenticated successfully via service 8946.,203.0.113.2,9275,Network_Conn,Firewall
2025-10-20 01:20:28,User admin_corp authenticated successfully via service 8950.,203.0.113.1,3461,Network_Conn,SIEM
2025-10-20 00:20:08,User user_a authenticated successfully via service 8131.,203.0.113.1,8215,Network_Conn,EDR
2025-10-20 01:20:36,"Inbound email flagged as spear phishing, potentially delivering Emotet.",192.168.1.7,4288,Email_Blocked,EDR
2025-10-20 01:00:30,User svc_account authenticated successfully via service 8235.,192.168.1.3,7112,Network_Conn,Firewall
2025-10-20 00:20:11,User svc_account authenticated successfully via service 8571.,192.168.1.4,1409,Network_Conn,EDR
2025-10-20 00:40:24,Suspicious activity: Mustang Panda executed TrickBot malware. File hash is 0141248222efe01f.,203.0.113.4,9002,File_Write,Firewall
2025-10-20 01:00:39,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.6,9414,Email_Blocked,Firewall
2025-10-20 00:40:28,User guest_ext authenticated successfully via service 8716.,192.168.1.4,3005,Auth_Fail,SIEM
2025-10-20 01:00:45,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,203.0.113.1,6729,Vulnerability_Scan,SIEM
2025-10-20 01:21:04,"Inbound email flagged as spear phishing, potentially delivering QakBot.",192.168.1.1,7969,Email_Blocked,Proxy
2025-10-20 01:41:25,User svc_account authenticated successfully via service 8340.,192.168.1.2,5445,Auth_Fail,EDR
2025-10-20 00:20:18,User user_a authenticated successfully via service 8485.,192.168.1.7,4767,Auth_Fail,SIEM
2025-10-20 01:00:57,User guest_ext authenticated successfully via service 8964.,192.168.1.1,5871,Network_Conn,EDR
2025-10-20 01:01:00,User guest_ext authenticated successfully via service 8917.,192.168.1.2,1197,Network_Conn,Firewall
2025-10-20 01:21:24,Suspicious activity: FIN7 executed Emotet malware. File hash is fd5b5cec752223a8.,192.168.1.6,6500,File_Write,SIEM
2025-10-20 01:41:50,User user_a authenticated successfully via service 8164.,203.0.113.1,6953,Auth_Fail,Proxy
2025-10-20 01:21:32,Suspicious activity: WIZARD SPIDER executed Clop malware. File hash is c694c34d9a997743.,203.0.113.4,2543,File_Write,EDR
2025-10-20 01:21:36,"Inbound email flagged as spear phishing, potentially delivering LockBit.",192.168.1.8,9041,Email_Blocked,Firewall
2025-10-20 00:20:25,Network scan detected. Vulnerability check for CVE-2025-0101 initiated by APT29 source.,203.0.113.5,1534,Vulnerability_Scan,Firewall
2025-10-20 00:40:52,"Inbound email flagged as spear phishing, potentially delivering LockBit.",203.0.113.1,1673,Email_Blocked,Proxy
2025-10-20 01:21:48,User guest_ext authenticated successfully via service 8201.,192.168.1.10,6851,Auth_Fail,SIEM
2025-10-20 01:42:20,User svc_account authenticated successfully via service 8866.,192.168.1.6,3353,Auth_Fail,Proxy
2025-10-20 00:40:58,User svc_account authenticated successfully via service 8626.,192.168.1.7,5211,Network_Conn,Proxy
2025-10-20 01:01:30,"Inbound email flagged as spear phishing, potentially delivering Clop.",192.168.1.7,1571,Email_Blocked,Proxy
2025-10-20 01:22:04,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by WIZARD SPIDER source.,192.168.1.9,6227,Vulnerability_Scan,EDR
2025-10-20 01:22:08,User user_a authenticated successfully via service 8731.,192.168.1.6,4395,Auth_Fail,EDR
2025-10-20 00:20:33,User svc_account authenticated successfully via service 8254.,203.0.113.1,8173,Network_Conn,EDR
2025-10-20 00:41:08,Network scan detected. Vulnerability check for CVE-2024-4228 initiated by APT29 source.,203.0.113.5,2266,Vulnerability_Scan,EDR
2025-10-20 01:22:20,Network scan detected. Vulnerability check for CVE-2023-3456 initiated by WIZARD SPIDER source.,192.168.1.3,8559,Vulnerability_Scan,EDR
2025-10-20 00:20:36,User svc_account authenticated successfully via service 8750.,203.0.113.1,2178,Auth_Fail,Proxy
2025-10-20 00:41:14,Suspicious activity: WIZARD SPIDER executed TrickBot malware. File hash is f089f28dfe178d5d.,192.168.1.7,3963,File_Write,Firewall
2025-10-20 01:22:32,User admin_corp authenticated successfully via service 8769.,203.0.113.2,5404,Network_Conn,SIEM
2025-10-20 01:01:57,Suspicious activity: APT29 executed LockBit malware. File hash is 699ae2f0f7665f0f.,192.168.1.10,1669,File_Write,SIEM
2025-10-20 01:43:20,User guest_ext authenticated successfully via service 8367.,203.0.113.2,7295,Auth_Fail,SIEM
2025-10-20 00:41:22,Network scan detected. Vulnerability check for CVE-2024-5005 initiated by FIN7 source.,192.168.1.2,4990,Vulnerability_Scan,SIEM
2025-10-20 00:20:42,User guest_ext authenticated successfully via service 8328.,192.168.1.9,8549,Network_Conn,EDR
2025-10-20 01:43:35,User user_a authenticated successfully via service 8817.,192.168.1.5,2877,Auth_Fail,SIEM
2025-10-20 00:41:28,Suspicious activity: APT29 executed LockBit malware. File hash is 2184a8ba735cf7fc.,192.168.1.4,8177,File_Write,SIEM
2025-10-20 01:23:00,User user_a authenticated successfully via service 8020.,192.168.1.8,6247,Network_Conn,EDR
